,Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Assay Type,Assay Description,Assay Organism,Assay Variant Mutation,Target Name,Target Organism,Document Journal,pChEMBL,Canonical_Smiles
866,CHEMBL72658,CC(=O)NC1C(OC2C(OP(=O)(O)OC[C@@H](OCCC(C)CCCCC(C)(C)CCC(C)CCC(C)CCCC(C)C)C(=O)O)OC(C(N)=O)C(C)(O)C2OC(N)=O)OC(CO)C(O)C1O,IC50,'=',33.0,nM,7.48,,F,Compound was evaluated for inhibition of peptidoglycan synthesis in Escherichia coli using UDP-[14C]-GlcNAc radioligand,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,7.481486060122112,CC(=O)NC1C(OC2C(OP(=O)(O)OC[C@@H](OCCC(C)CCCCC(C)(C)CCC(C)CCC(C)CCCC(C)C)C(=O)O)OC(C(N)=O)C(C)(O)C2OC(N)=O)OC(CO)C(O)C1O
1069,CHEMBL180774,C/C=C/C=C/C(=O)N[C@@H](CC(=O)N[C@H](C(=O)[C@@H]1C(=O)N(N(C)C)C(=O)[C@H]1C)C(C)C)c1ccccc1,IC50,'=',33.0,nM,7.48,,F,Inhibitory concentration of the compound against Escherichia coli was determined,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,7.481486060122112,C/C=C/C=C/C(=O)N[C@@H](CC(=O)N[C@H](C(=O)[C@@H]1C(=O)N(N(C)C)C(=O)[C@H]1C)C(C)C)c1ccccc1
233,CHEMBL181471,CC(C)[C@H](NC(=O)C[C@H](NC(=O)/C=C/c1ccc(-c2ccccc2)cc1)c1ccccc1)C(=O)[C@@H]1C(=O)NC(=O)[C@H]1C,IC50,'=',37.0,nM,7.43,,F,Inhibitory concentration of the compound against Escherichia coli was determined,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,7.431798275933005,CC(C)[C@H](NC(=O)C[C@H](NC(=O)/C=C/c1ccc(-c2ccccc2)cc1)c1ccccc1)C(=O)[C@@H]1C(=O)NC(=O)[C@H]1C
604,CHEMBL523985,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@H]4OCO[C@@H]4[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,IC50,'=',38.0,nM,7.42,,F,Inhibition of translation in Escherichia coli S30 extract by coupled transcription/translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem,7.42021640338319,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@H]4OCO[C@@H]4[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O
225,CHEMBL777,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,IC50,'=',40.0,nM,7.4,,F,Tested in vitro for the beta lactamase inhibition of Escherichia coli TEM,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,7.3979400086720375,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21
348,CHEMBL509643,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(CNCc4ccco4)cc3)c(F)c2)C(=O)O1,IC50,'=',40.0,nM,7.4,,F,Inhibition of Escherichia coli translation,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,7.3979400086720375,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(CNCc4ccco4)cc3)c(F)c2)C(=O)O1
1060,CHEMBL2064321,O=[N+]([O-])c1ccc2c(c1)CCN2c1ccc(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)c(Cl)c1,IC50,'=',40.0,nM,7.4,,F,Antibacterial activity against GFP-labeled Escherichia coli UTI89 assessed as inhibition of adhesion to human 5637 cells after 1.5 hrs by flow cytometric analysis,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,7.3979400086720375,O=[N+]([O-])c1ccc2c(c1)CCN2c1ccc(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)c(Cl)c1
1344,CHEMBL262777,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,IC50,'=',40.0,nM,7.4,,F,Antimicrobial activity against Escherichia coli ATCC 35218 assessed as inhibition of microbial growth by CLSI based method,Escherichia coli,,Escherichia coli,Escherichia coli,J Nat Prod,7.3979400086720375,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O
458,CHEMBL439876,CC(C)(C)c1cc2c(OCCCCNC(=N)N)c(c1)Cc1cc(C(C)(C)C)cc(c1OCCCCNC(=N)N)Cc1cc(C(C)(C)C)cc(c1OCCCCNC(=N)N)Cc1cc(C(C)(C)C)cc(c1OCCCCNC(=N)N)C2,IC50,'=',40.0,nM,7.4,,F,Antibacterial activity against Escherichia coli 055:B5 assessed as LPS neutralisation by LAL assay,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,7.3979400086720375,CC(C)(C)c1cc2c(OCCCCNC(=N)N)c(c1)Cc1cc(C(C)(C)C)cc(c1OCCCCNC(=N)N)Cc1cc(C(C)(C)C)cc(c1OCCCCNC(=N)N)Cc1cc(C(C)(C)C)cc(c1OCCCCNC(=N)N)C2
271,CHEMBL2058203,CNC(=O)c1cc(C(=O)NC)cc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(C(F)(F)F)c2)c1,IC50,'=',43.0,nM,7.37,,F,Antibacterial activity against Escherichia coli K-12 ATCC 25404 assessed as inhibition of biofilm formation after 2 hrs by confocal laser microscopic analysis,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,7.366531544420414,CNC(=O)c1cc(C(=O)NC)cc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(C(F)(F)F)c2)c1
63,CHEMBL268572,CCCc1cc2c(OCC(=O)NCCN(C)C)c(c1)Cc1cc(CCC)cc(c1OCC(=O)NCCN(C)C)Cc1cc(CCC)cc(c1OCC(=O)NCCN(C)C)Cc1cc(OCC(=O)NCCN(C)C)cc(c1CCC)C2,IC50,'=',50.0,nM,7.3,,F,Antibacterial activity against Escherichia coli 055:B5 assessed as LPS neutralisation by LAL assay,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,7.301029995663981,CCCc1cc2c(OCC(=O)NCCN(C)C)c(c1)Cc1cc(CCC)cc(c1OCC(=O)NCCN(C)C)Cc1cc(CCC)cc(c1OCC(=O)NCCN(C)C)Cc1cc(OCC(=O)NCCN(C)C)cc(c1CCC)C2
861,CHEMBL69141,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(C(C)(C)C)S[C@H]12.[K+],IC50,'=',50.0,nM,7.3,,F,Tested in vitro for the beta lactamase inhibition of Escherichia coli TEM,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,7.301029995663981,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(C(C)(C)C)S[C@H]12.[K+]
115,CHEMBL386609,CC(C)(C)c1cc2c(OCc3cn(CCN)nn3)c(c1)Cc1cc(C(C)(C)C)cc(c1OCc1cn(CCN)nn1)Cc1cc(C(C)(C)C)cc(c1OCc1cn(CCN)nn1)Cc1cc(C(C)(C)C)cc(c1OCc1cn(CCN)nn1)C2,IC50,'=',50.0,nM,7.3,,F,Antibacterial activity against Escherichia coli 055:B5 assessed as LPS neutralisation by LAL assay,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,7.301029995663981,CC(C)(C)c1cc2c(OCc3cn(CCN)nn3)c(c1)Cc1cc(C(C)(C)C)cc(c1OCc1cn(CCN)nn1)Cc1cc(C(C)(C)C)cc(c1OCc1cn(CCN)nn1)Cc1cc(C(C)(C)C)cc(c1OCc1cn(CCN)nn1)C2
369,CHEMBL91581,CC(=O)O.CN(C(=O)C[C@@H](N)CCCCN)C1CN=C(Nc2ccc3ccccc3n2)NC1=O,IC50,'=',50.0,nM,7.3,,F,Inhibitory activity tested against procaryotic translation in Escherichia coli S30 Extract System,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,7.301029995663981,CC(=O)O.CN(C(=O)C[C@@H](N)CCCCN)C1CN=C(Nc2ccc3ccccc3n2)NC1=O
737,CHEMBL453646,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(CNCc4ccncc4)cc3)c(F)c2)C(=O)O1,IC50,'=',50.0,nM,7.3,,F,Inhibition of Escherichia coli translation,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,7.301029995663981,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(CNCc4ccncc4)cc3)c(F)c2)C(=O)O1
104,CHEMBL402786,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,IC50,'=',50.0,nM,7.3,,F,Antitranslation activity in Escherichia coli extract rRNA S30 assessed as inhibition of luciferase expression by transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Antimicrob Agents Chemother,7.301029995663981,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O
293,CHEMBL425157,C/C=C/C=C/C(=O)N[C@@H](CC(=O)N[C@H](C(=O)[C@@H]1C(=O)NC(=O)C1(C)C)C(C)C)c1ccccc1,IC50,'=',54.0,nM,7.27,,F,Inhibitory concentration of the compound against Escherichia coli was determined,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,7.267606240177032,C/C=C/C=C/C(=O)N[C@@H](CC(=O)N[C@H](C(=O)[C@@H]1C(=O)NC(=O)C1(C)C)C(C)C)c1ccccc1
801,CHEMBL370143,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,IC50,'=',56.0,nM,7.25,,F,Inhibition of protein translation in Escherichia coli by coupled transcription/translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,7.251811972993799,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O
656,CHEMBL301721,CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CN)CCC3N)C2O)OCC1(C)O,IC50,'=',59.0,nM,7.23,,F,Inhibition of translation in Escherichia coli S30 extract by coupled transcription/translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem,7.229147988357855,CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CN)CCC3N)C2O)OCC1(C)O
1150,CHEMBL135915,CN(CCC[C@H](N)CC(=O)N(C)C1CN=C(NC(N)=O)NC1=O)C(=N)N,IC50,'=',60.0,nM,7.22,,F,Evaluated for its inhibitory activity against prokaryotic translation by using Escherichia coli transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,7.221848749616356,CN(CCC[C@H](N)CC(=O)N(C)C1CN=C(NC(N)=O)NC1=O)C(=N)N
1876,CHEMBL5283320,O=C(CN1CCN(c2ccccn2)CC1)N1C(=O)S/C(=C\c2ccc3c(c2)OCCO3)C1=O,IC50,'=',60.0,nM,7.22,,F,Antibacterial activity against Escherichia coli FabH assessed as bacterial growth inhibition incubated for 24 hrs by MTT based ELISA analysis,Escherichia coli,,Escherichia coli,Escherichia coli,Eur J Med Chem,7.221848749616356,O=C(CN1CCN(c2ccccn2)CC1)N1C(=O)S/C(=C\c2ccc3c(c2)OCCO3)C1=O
619,CHEMBL181517,C/C=C/C=C/C(=O)N[C@@H](CC(=O)N[C@H](C(=O)[C@@H]1C(=O)N(C2CC2)C(=O)[C@H]1C)C(C)C)c1ccccc1,IC50,'=',60.0,nM,7.22,,F,Inhibitory concentration of the compound against Escherichia coli was determined,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,7.221848749616356,C/C=C/C=C/C(=O)N[C@@H](CC(=O)N[C@H](C(=O)[C@@H]1C(=O)N(C2CC2)C(=O)[C@H]1C)C(C)C)c1ccccc1
1066,CHEMBL2058204,CNC(=O)c1cc(C(=O)NC)cc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(C)c2)c1,IC50,'=',73.0,nM,7.14,,F,Antibacterial activity against Escherichia coli K-12 ATCC 25404 assessed as inhibition of biofilm formation after 2 hrs by confocal laser microscopic analysis,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,7.136677139879544,CNC(=O)c1cc(C(=O)NC)cc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(C)c2)c1
1244,CHEMBL532,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,IC50,'=',80.0,nM,7.1,,F,Inhibition of ribosome function in a coupled transcription and translational assay using Escherichia coli S30 extracts,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,7.096910013008056,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
1548,CHEMBL4161017,CC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1C[C@@H](NC(=N)N)C[C@H]1C(=O)NCCC(N)=O,IC50,'=',92.0,nM,7.04,,F,Antibacterial activity against Escherichia coli NCIM 2688 after 8 hrs by serial dilution method,Escherichia coli,,Escherichia coli,Escherichia coli,Eur J Med Chem,7.036212172654444,CC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1C[C@@H](NC(=N)N)C[C@H]1C(=O)NCCC(N)=O
1538,CHEMBL4171623,CC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N1C[C@@H](NC(=N)N)C[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCCC(N)=O,IC50,'=',92.0,nM,7.04,,F,Antibacterial activity against Escherichia coli NCIM 2688 after 8 hrs by serial dilution method,Escherichia coli,,Escherichia coli,Escherichia coli,Eur J Med Chem,7.036212172654444,CC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N1C[C@@H](NC(=N)N)C[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCCC(N)=O
496,CHEMBL1683405,CC(=O)NC1=NC(=O)C(N(C)C(=O)C[C@@H](N)CCCNC(=N)N)CN1,IC50,'=',100.0,nM,7.0,,F,Inhibition of protein translation in Escherichia coli S30 cell extract,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,7.0,CC(=O)NC1=NC(=O)C(N(C)C(=O)C[C@@H](N)CCCNC(=N)N)CN1
21,CHEMBL135943,C/C(N)=N/CCC[C@H](N)CC(=O)N(C)C1CN=C(NC(N)=O)NC1=O,IC50,'=',100.0,nM,7.0,,F,Evaluated for its inhibitory activity against prokaryotic translation by using Escherichia coli transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,7.0,C/C(N)=N/CCC[C@H](N)CC(=O)N(C)C1CN=C(NC(N)=O)NC1=O
636,CHEMBL88685,CC(=O)O.CN(C(=O)C[C@@H](N)CCCCN)C1CN=C(Nc2ccccn2)NC1=O,IC50,'=',100.0,nM,7.0,,F,Inhibitory activity tested against procaryotic translation in Escherichia coli S30 Extract System,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,7.0,CC(=O)O.CN(C(=O)C[C@@H](N)CCCCN)C1CN=C(Nc2ccccn2)NC1=O
1094,CHEMBL2303629,C=C(NC(=O)C(=C)NC(=O)c1csc(C2=N[C@@H]3c4csc(n4)[C@H]4NC(=O)c5csc(n5)[C@H]([C@@](C)(O)[C@@H](C)O)NC(=O)[C@H]5CSC(=N5)/C(=C/C)NC(=O)[C@H]([C@@H](C)O)NC(=O)c5csc(n5)[C@@]3(CC2)NC(=O)[C@H](C)NC(=O)C(=C)NC(=O)C(C)NC(=O)[C@H]([C@@H](C)CC)N[C@@H]2C=Cc3c([C@H](C)O)cc(nc3[C@H]2O)C(=O)O[C@@H]4C)n1)C(N)=O,IC50,'=',100.0,nM,7.0,,F,Inhibitory concentration of compound against Escherichia coli in vitro protein translation,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,7.0,C=C(NC(=O)C(=C)NC(=O)c1csc(C2=N[C@@H]3c4csc(n4)[C@H]4NC(=O)c5csc(n5)[C@H]([C@@](C)(O)[C@@H](C)O)NC(=O)[C@H]5CSC(=N5)/C(=C/C)NC(=O)[C@H]([C@@H](C)O)NC(=O)c5csc(n5)[C@@]3(CC2)NC(=O)[C@H](C)NC(=O)C(=C)NC(=O)C(C)NC(=O)[C@H]([C@@H](C)CC)N[C@@H]2C=Cc3c([C@H](C)O)cc(nc3[C@H]2O)C(=O)O[C@@H]4C)n1)C(N)=O
1096,CHEMBL181237,C/C=C/C=C/C(=O)N[C@@H](CC(=O)N[C@H](C(=O)[C@@H]1C(=O)N(OCC)C(=O)[C@H]1C)C(C)C)c1ccccc1,IC50,'=',100.0,nM,7.0,,F,Inhibitory concentration of the compound against Escherichia coli was determined,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,7.0,C/C=C/C=C/C(=O)N[C@@H](CC(=O)N[C@H](C(=O)[C@@H]1C(=O)N(OCC)C(=O)[C@H]1C)C(C)C)c1ccccc1
1399,CHEMBL1730,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,IC50,'=',100.0,nM,7.0,,F,Antimicrobial activity against Escherichia coli ATCC 35218 assessed as inhibition of microbial growth by CLSI based method,Escherichia coli,,Escherichia coli,Escherichia coli,J Nat Prod,7.0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1
917,CHEMBL218635,CC(C)(C)c1cc2c(OCCCCN)c(c1)Cc1cc(C(C)(C)C)cc(c1OCCCCNC(=N)N)Cc1cc(C(C)(C)C)cc(c1OCCCCNC(=N)N)Cc1cc(C(C)(C)C)cc(c1OCCCCNC(=N)N)C2,IC50,'=',100.0,nM,7.0,,F,Antibacterial activity against Escherichia coli 055:B5 assessed as LPS neutralisation by LAL assay,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,7.0,CC(C)(C)c1cc2c(OCCCCN)c(c1)Cc1cc(C(C)(C)C)cc(c1OCCCCNC(=N)N)Cc1cc(C(C)(C)C)cc(c1OCCCCNC(=N)N)Cc1cc(C(C)(C)C)cc(c1OCCCCNC(=N)N)C2
1230,CHEMBL553580,C/C(N)=N/CCC[C@H](N)CC(=O)N(C)C1CN=C(NC(N)=O)NC1=O.Cl.Cl,IC50,'=',100.0,nM,7.0,,F,In vitro inhibition of procaryotic translation using Escherichia coli S30 Extract system for Circular DNA.,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,7.0,C/C(N)=N/CCC[C@H](N)CC(=O)N(C)C1CN=C(NC(N)=O)NC1=O.Cl.Cl
783,CHEMBL386394,CC(C)(C)c1cc2c(OCCCCN)c(c1)Cc1cc(C(C)(C)C)cc(c1OCCCCN)Cc1cc(C(C)(C)C)cc(c1OCCCCN)Cc1cc(C(C)(C)C)cc(c1OCCCCN)C2,IC50,'=',100.0,nM,7.0,,F,Antibacterial activity against Escherichia coli 0111:B4 assessed as LPS neutralisation by LAL assay,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,7.0,CC(C)(C)c1cc2c(OCCCCN)c(c1)Cc1cc(C(C)(C)C)cc(c1OCCCCN)Cc1cc(C(C)(C)C)cc(c1OCCCCN)Cc1cc(C(C)(C)C)cc(c1OCCCCN)C2
1343,CHEMBL267345,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,IC50,'>',100.0,nM,,,F,Antimicrobial activity against Escherichia coli ATCC 35218 assessed as inhibition of microbial growth by CLSI based method,Escherichia coli,,Escherichia coli,Escherichia coli,J Nat Prod,7.0,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O
90,CHEMBL89948,CC(=O)O.CN(C(=O)C[C@@H](N)CCCN=C(N)N)C1CN=C(Nc2ccc3ccccc3n2)NC1=O,IC50,'=',100.0,nM,7.0,,F,Inhibitory activity tested against procaryotic translation in Escherichia coli S30 Extract System,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,7.0,CC(=O)O.CN(C(=O)C[C@@H](N)CCCN=C(N)N)C1CN=C(Nc2ccc3ccccc3n2)NC1=O
1091,CHEMBL4173177,CC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N1C[C@@H](NC(=N)N)C[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1C[C@@H](NC(=N)N)C[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1C[C@@H](NC(=N)N)C[C@H]1C(=O)NCCC(N)=O,IC50,'=',105.0,nM,6.98,,F,Antibacterial activity against Escherichia coli NCIM 2688 after 8 hrs by serial dilution method,Escherichia coli,,Escherichia coli,Escherichia coli,Eur J Med Chem,6.978810700930062,CC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N1C[C@@H](NC(=N)N)C[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1C[C@@H](NC(=N)N)C[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1C[C@@H](NC(=N)N)C[C@H]1C(=O)NCCC(N)=O
1103,CHEMBL1683516,CN(C(=O)C[C@@H](N)CC1CCN(C(=N)N)CC1)C1CNC(NC(N)=O)=NC1=O,IC50,'=',110.0,nM,6.96,,F,Inhibition of protein translation in Escherichia coli S30 cell extract,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,6.958607314841775,CN(C(=O)C[C@@H](N)CC1CCN(C(=N)N)CC1)C1CNC(NC(N)=O)=NC1=O
858,CHEMBL5315124,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,IC50,'=',125.0,nM,6.9,,F,Antibacterial activity against extended spectrum beta-lactamase-deficient Escherichia coli 1515 after 18 hrs by broth microdilution method,Escherichia coli,,Escherichia coli,Escherichia coli,J Nat Prod,6.903089986991944,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O
1067,CHEMBL2058202,CNC(=O)c1cccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(C(F)(F)F)c2)c1,IC50,'=',130.0,nM,6.89,,F,Antibacterial activity against Escherichia coli K-12 ATCC 25404 assessed as inhibition of biofilm formation after 2 hrs by confocal laser microscopic analysis,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,6.886056647693163,CNC(=O)c1cccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(C(F)(F)F)c2)c1
